rule,side,exit,n_is,n_oos,pf_is,pf_oos
cmo_21_sft >= 8.9,LONG,Ret_96,346,224,1.2804,1.3671
mom_34_sft >= 6.65,LONG,Ret_96,323,232,1.3047,1.3601
cmo_5_sft >= 54.602844|cmo_55_sft >= -8.88,LONG,Ret_96,324,213,1.3092,1.5051
rsi_8_sft <= Close_sft|cmo_21_sft >= 8.89,LONG,Ret_96,346,224,1.2815,1.3671
force_200_sft >= Close_sft|cmo_48_sft <= 10.774477|mom_21_sft <= 6.417,LONG,Ret_96,257,147,1.3399,1.4903
cmo_21_sft >= 8.89,LONG,Ret_96,346,224,1.2815,1.3671
mom_24_sft >= 1.9|mfi_5_sft >= 86.041183,LONG,Ret_96,296,203,1.3017,1.5249
cmo_200_sft >= -8.760222|force_21_sft >= 980778.65625|mom_89_sft >= -8.42,LONG,Ret_96,299,196,1.2508,1.6021
force_48_sft <= 2052419.025|rsi_5_sft >= 77.301424|mom_24_sft <= 6.988,LONG,Ret_96,267,132,1.3778,1.551
mom_34_sft >= 6.7,LONG,Ret_96,323,232,1.3066,1.3584
cmo_200_sft <= Close_sft|force_5_sft <= -6.62|force_48_sft >= Close_sft,LONG,Ret_96,316,201,1.3482,1.573
roc_5_sft >= 0.409222|mom_34_sft >= 0.497,LONG,Ret_96,285,206,1.2966,1.5186
mom_34_sft >= 5.36|roc_89_sft <= 2.150699,LONG,Ret_96,329,225,1.2897,1.3856
force_48_sft >= 4972.991211|mom_89_sft <= 29.907|mom_55_sft >= -9.552,LONG,Ret_96,349,191,1.2543,1.5928
mfi_120_sft <= 55.01005|mom_89_sft >= -25.543999|cmo_5_sft >= 30.548246,LONG,Ret_96,318,181,1.2796,1.6795
mom_89_sft >= 1.27|force_89_sft >= -647329.84375|roc_13_sft <= 0.339135,LONG,Ret_96,304,194,1.2921,1.3865
roc_5_sft <= 0.189689|force_34_sft >= Close_sft,LONG,Ret_96,361,225,1.2533,1.5945
force_34_sft >= -5.09|roc_5_sft <= 0.189689,LONG,Ret_96,361,225,1.2533,1.5816
force_5_sft <= -8.53|force_48_sft >= Close_sft,LONG,Ret_96,316,201,1.3482,1.573
mfi_34_sft >= 50.579842|rsi_5_sft >= 77.301424,LONG,Ret_96,293,197,1.3118,1.6142
roc_8_sft <= Close_sft|mfi_120_sft <= 50.774323|cmo_200_sft >= -4.0919,LONG,Ret_96,258,174,1.2991,1.4501
force_34_sft >= 4.44|roc_5_sft <= 0.189689,LONG,Ret_96,361,225,1.2533,1.5816
roc_5_sft <= 0.189689|rsi_5_sft <= 65.274124|force_48_sft >= 0.9,LONG,Ret_96,339,213,1.289,1.6074
force_48_sft <= 774649.90625|cmo_5_sft >= 54.602844,LONG,Ret_96,250,145,1.453,1.6913
cmo_5_sft >= 54.602844|rsi_21_sft >= 1.05|force_48_sft <= 774649.90625,LONG,Ret_96,250,145,1.453,1.6913
force_5_sft <= 6.3|force_48_sft >= -4.19,LONG,Ret_96,316,201,1.3498,1.573
force_21_sft <= 980778.65625|mom_34_sft >= 0.3|force_55_sft >= -9.31,LONG,Ret_96,309,185,1.2862,1.6125
cmo_5_sft >= 54.602844|force_200_sft <= 461822.953125,LONG,Ret_96,257,152,1.3794,1.6579
force_48_sft <= 774649.90625|rsi_5_sft >= 77.301424,LONG,Ret_96,250,145,1.453,1.6913
force_5_sft <= Close_sft|force_48_sft >= -0.58,LONG,Ret_96,316,201,1.3481,1.5739
force_48_sft >= 4972.991211|mfi_144_sft <= 54.681004,LONG,Ret_96,315,185,1.2552,1.6834
force_5_sft <= Close_sft|force_48_sft >= 9.32,LONG,Ret_96,316,201,1.3481,1.5739
force_89_sft >= Close_sft|force_21_sft <= 980778.65625|force_8_sft <= 1168048.875,LONG,Ret_96,286,182,1.3338,1.5718
force_48_sft >= Close_sft|force_5_sft <= Close_sft|mom_34_sft <= Close_sft,LONG,Ret_96,316,201,1.3465,1.5739
mfi_5_sft >= 86.041183|mom_21_sft >= 0.33,LONG,Ret_96,319,207,1.3214,1.5819
rsi_200_sft <= 55.043404|force_55_sft >= 7923.229004|mom_5_sft <= 4.7,LONG,Ret_96,331,187,1.2623,1.5434
cmo_200_sft >= -4.0919|rsi_8_sft >= 61.997915,LONG,Ret_96,323,227,1.2565,1.424
cmo_21_sft >= 9.45|rsi_48_sft >= 45.592133,LONG,Ret_96,344,219,1.2671,1.4551
cmo_5_sft >= 54.602844|cmo_8_sft <= 43.989711|cmo_200_sft <= 10.086807,LONG,Ret_96,238,144,1.3897,1.5566
force_120_sft >= -1535445.75|mfi_120_sft <= 50.774323,LONG,Ret_96,297,172,1.2851,1.6564
mfi_5_sft >= 86.041183|mfi_24_sft >= 50.55991|force_24_sft >= -965932.75,LONG,Ret_72,391,259,1.2572,1.5105
rsi_89_sft >= 43.480112|roc_24_sft >= -0.448428|force_21_sft >= Close_sft,LONG,Ret_96,379,246,1.3105,1.3805
cmo_8_sft >= 23.995831|cmo_200_sft >= -4.0919|cmo_89_sft <= Close_sft,LONG,Ret_96,323,227,1.2565,1.424
rsi_24_sft <= Close_sft|roc_48_sft >= 0.772961|mom_13_sft <= 4.707,LONG,Ret_72,288,207,1.2687,1.4565
mfi_89_sft <= 55.650263|force_24_sft >= 8057.183594,LONG,Ret_96,341,208,1.2626,1.5736
rsi_120_sft <= Close_sft|cmo_5_sft <= 30.548246|force_21_sft >= 980778.65625,LONG,Ret_96,272,202,1.2918,1.4528
roc_120_sft >= -1.008683|mfi_89_sft <= 50.597168,LONG,Ret_96,290,173,1.2531,1.5791
mfi_21_sft <= 60.614326|rsi_48_sft >= 45.592133|mfi_120_sft <= 50.774323,LONG,Ret_96,267,172,1.3278,1.4704
mom_34_sft >= 6.82,LONG,Ret_96,322,231,1.2726,1.3814
mom_34_sft >= 6.82|mfi_89_sft <= Close_sft,LONG,Ret_96,322,231,1.2726,1.3814
mom_144_sft >= -5.3|rsi_55_sft >= 9.69|mfi_21_sft >= 60.614326,LONG,Ret_72,348,225,1.2613,1.3832
cmo_120_sft >= -5.45|mom_48_sft <= -8.8005,LONG,Ret_96,204,168,1.3191,1.5206
force_8_sft >= 3517347.45|mfi_24_sft >= 50.55991,LONG,Ret_96,267,202,1.2868,1.3989
roc_144_sft >= 0.189912|cmo_5_sft >= 54.602844,LONG,Ret_72,287,199,1.2872,1.4428
force_48_sft >= 6.15|mom_120_sft <= 17.629001,LONG,Ret_96,308,156,1.2812,1.4832
rsi_5_sft <= 65.274124|roc_55_sft <= Close_sft|force_21_sft >= 980778.65625,LONG,Ret_96,272,202,1.2918,1.4528
mfi_120_sft <= 50.774323|cmo_24_sft >= -12.308913,LONG,Ret_96,286,177,1.2851,1.5747
mfi_120_sft <= 55.01005|force_21_sft >= 9212.429688,LONG,Ret_96,341,201,1.2653,1.4261
force_8_sft >= 3517347.45|force_144_sft >= -555866.96875|mfi_13_sft >= 38.218019,LONG,Ret_96,266,190,1.2601,1.5503
mom_24_sft >= 0.409|cmo_48_sft <= 10.774477|cmo_5_sft >= 54.602844,LONG,Ret_96,232,139,1.4196,1.6781
cmo_120_sft <= 7.0|force_89_sft >= Close_sft,LONG,Ret_96,288,156,1.3145,1.5626
mom_34_sft >= 6.85|mom_34_sft <= Close_sft,LONG,Ret_96,322,231,1.2723,1.3814
mom_34_sft >= 6.87,LONG,Ret_96,321,231,1.2709,1.3814
roc_120_sft <= 2.482338|force_48_sft >= 8.61,LONG,Ret_96,344,207,1.287,1.3909
mom_48_sft <= Close_sft|mom_34_sft >= 6.88,LONG,Ret_96,321,231,1.2709,1.3814
force_89_sft >= 7990.140625|roc_34_sft <= 1.253321,LONG,Ret_96,327,205,1.2501,1.4558
mom_34_sft >= 6.88,LONG,Ret_96,321,231,1.2709,1.3814
mom_200_sft >= -1.29|mfi_120_sft <= 50.774323,LONG,Ret_96,210,127,1.3507,2.0322
cmo_120_sft <= 7.034594|force_89_sft >= -3.51,LONG,Ret_96,288,157,1.33,1.5234
mom_89_sft >= 1.27|mom_120_sft <= 17.629001,LONG,Ret_96,292,158,1.2806,1.8442
roc_21_sft <= Close_sft|mom_34_sft >= 6.07,LONG,Ret_96,329,233,1.2701,1.3526
mom_34_sft >= 6.04,LONG,Ret_96,329,233,1.272,1.3498
rsi_5_sft >= 77.301424|cmo_55_sft >= -8.218787,LONG,Ret_96,323,213,1.2996,1.5065
mfi_5_sft >= 86.041183|mom_24_sft >= -1.88,LONG,Ret_96,325,208,1.3014,1.4883
cmo_144_sft >= -1.6|cmo_8_sft >= 23.995831,LONG,Ret_96,302,214,1.252,1.4116
mom_34_sft >= 6.98,LONG,Ret_96,320,231,1.2503,1.3814
force_8_sft >= 3517347.45|mom_48_sft >= -5.41,LONG,Ret_96,273,205,1.2869,1.4049
rsi_34_sft <= 61.891071|mfi_5_sft >= 86.041183|force_89_sft >= Close_sft,LONG,Ret_72,302,201,1.3974,1.4604
mfi_120_sft <= 50.774323|cmo_5_sft >= -6.08,LONG,Ret_96,281,184,1.2974,1.5821
mfi_55_sft <= 50.516251|force_34_sft >= 0.24,LONG,Ret_96,287,173,1.2761,1.5267
cmo_89_sft <= Close_sft|mom_34_sft >= 6.92,LONG,Ret_96,321,231,1.2625,1.3814
mom_34_sft >= 6.92|roc_144_sft <= Close_sft,LONG,Ret_96,321,231,1.2625,1.3814
roc_13_sft >= 0.015546|mom_5_sft <= -2.4205|cmo_24_sft >= -9.88,LONG,Ret_96,292,220,1.2568,1.4721
mom_24_sft >= 0.409|cmo_5_sft <= -5.46,LONG,Ret_96,354,232,1.2603,1.432
cmo_24_sft >= 7.34|rsi_200_sft >= 45.619888|cmo_48_sft >= -17.491088,LONG,Ret_96,343,220,1.2511,1.4339
force_34_sft >= Close_sft|mfi_55_sft <= 50.516251,LONG,Ret_96,287,173,1.2766,1.5267
rsi_5_sft >= 77.301424|mom_144_sft >= -4.3|roc_48_sft <= 1.544718,LONG,Ret_96,249,153,1.3411,1.464
mom_144_sft >= -4.05|mfi_21_sft >= 60.614326,LONG,Ret_72,345,224,1.2839,1.3597
mfi_89_sft <= 59.931632|cmo_5_sft >= 54.602844,LONG,Ret_96,319,201,1.2634,1.7289
force_34_sft >= 5934.621094|mfi_89_sft <= 50.597168,LONG,Ret_96,273,166,1.2505,1.6484
roc_34_sft <= 0.035466|mfi_200_sft <= 54.207512|mfi_55_sft >= 50.516251,LONG,Ret_96,235,149,1.3649,1.608
mfi_55_sft <= 50.516251|force_34_sft >= 5934.621094,LONG,Ret_96,287,173,1.2748,1.5321
force_48_sft >= 4972.991211|mom_144_sft <= 36.734401,LONG,Ret_96,342,180,1.2641,1.4352
roc_48_sft <= 0.040634|rsi_5_sft >= 77.301424,LONG,Ret_96,217,132,1.391,1.5756
roc_13_sft <= 0.719682|force_89_sft >= 7990.140625,LONG,Ret_96,322,204,1.2597,1.5585
cmo_5_sft >= 54.602844|rsi_89_sft >= 46.818644,LONG,Ret_96,313,209,1.2918,1.5414
rsi_144_sft >= 47.569965|force_21_sft >= 9212.429688|roc_89_sft <= 2.150699,LONG,Ret_96,334,219,1.2504,1.5851
mfi_89_sft <= 59.931632|rsi_5_sft >= 77.301424,LONG,Ret_96,319,201,1.2634,1.7289
force_48_sft >= 4972.991211|roc_48_sft <= -0.12|cmo_5_sft >= 1.056262,LONG,Ret_96,231,141,1.3609,1.6643
cmo_5_sft >= 54.602844|cmo_89_sft >= -6.362713,LONG,Ret_96,313,209,1.2918,1.5414
rsi_5_sft >= 77.301424|rsi_89_sft >= 46.818644,LONG,Ret_96,313,209,1.2918,1.5414
cmo_5_sft >= 54.602844|rsi_55_sft >= 50.420631|cmo_48_sft >= -0.93,LONG,Ret_96,289,197,1.2754,1.4693
roc_89_sft >= -0.891893|roc_144_sft >= 0.189912|force_55_sft >= 7923.229004,LONG,Ret_96,273,176,1.2535,1.6708
mom_5_sft <= Close_sft|force_48_sft >= 3.99|mom_89_sft <= 29.907,LONG,Ret_96,352,201,1.3,1.3951
mom_34_sft >= 6.77,LONG,Ret_96,322,232,1.2746,1.3606
roc_21_sft <= 1.02|mom_55_sft >= 11.248|roc_120_sft <= 2.482338,LONG,Ret_72,263,220,1.3674,1.5084
mom_200_sft >= -2.65|mfi_120_sft <= 50.774323|mfi_144_sft <= 57.973013,LONG,Ret_96,213,129,1.3575,2.0341
cmo_8_sft <= 6.4|force_24_sft >= 8057.183594,LONG,Ret_96,329,205,1.2781,1.4665
mfi_21_sft >= 50.517838|force_8_sft >= 3517347.45,LONG,Ret_96,274,207,1.3145,1.369
mom_8_sft <= -3.16|rsi_34_sft >= 44.767157|mfi_144_sft <= 50.847649,LONG,Ret_72,254,166,1.3754,1.5233
roc_89_sft >= 0.092346|rsi_89_sft <= Close_sft|mom_120_sft <= 17.629001,LONG,Ret_96,292,155,1.2664,1.9333
mom_120_sft <= 17.629001|roc_89_sft >= 0.092346,LONG,Ret_96,292,155,1.2664,1.9333
mfi_89_sft >= 45.558933|mfi_120_sft <= 50.774323|mfi_89_sft <= Close_sft,LONG,Ret_96,281,180,1.2755,1.9536
roc_89_sft <= 2.150699|force_8_sft >= 3517347.45|mfi_200_sft <= 56.934808,LONG,Ret_96,268,187,1.2591,1.4718
force_55_sft >= Close_sft|mom_89_sft >= 2.22,LONG,Ret_96,293,199,1.2619,1.6856
rsi_21_sft >= 36.889128|roc_13_sft >= 0.339135|mfi_120_sft <= 55.01005,LONG,Ret_96,311,201,1.2649,1.4842
mom_120_sft <= 17.629001|force_144_sft >= 7.65,LONG,Ret_96,274,129,1.3466,1.7357
mom_8_sft >= 0.109|cmo_21_sft >= 9.12|roc_8_sft >= -0.230232,LONG,Ret_96,341,221,1.2526,1.5521
roc_13_sft <= 0.015546|mfi_120_sft <= 50.774323,LONG,Ret_96,304,185,1.2589,1.5488
mfi_5_sft <= Close_sft|mfi_120_sft <= 50.774323|roc_13_sft <= 0.015546,LONG,Ret_96,304,185,1.2589,1.5488
force_55_sft >= Close_sft|force_21_sft <= 980778.65625|rsi_13_sft <= Close_sft,LONG,Ret_96,322,196,1.252,1.5346
force_48_sft >= 5.5|mom_144_sft <= 36.734401|rsi_55_sft >= 41.795971,LONG,Ret_96,342,181,1.2677,1.4125
force_89_sft >= Close_sft|cmo_120_sft <= 7.034594,LONG,Ret_96,288,157,1.3162,1.5212
cmo_48_sft >= 0.78158|roc_21_sft <= 0.954321|mom_8_sft <= 0.109,LONG,Ret_96,285,192,1.286,1.7319
cmo_21_sft >= 8.65,LONG,Ret_96,348,224,1.2692,1.3966
force_55_sft >= 7923.229004|force_21_sft <= 980778.65625,LONG,Ret_96,322,195,1.2512,1.5383
rsi_8_sft >= 61.997915|force_48_sft <= 774649.90625,LONG,Ret_96,304,191,1.2599,1.3974
mom_34_sft >= 6.72,LONG,Ret_96,322,232,1.2701,1.356
mom_34_sft >= 5.44|mfi_120_sft <= 58.642133,LONG,Ret_96,325,219,1.2797,1.3431
mom_120_sft <= 17.629001|force_144_sft >= 0.76,LONG,Ret_96,274,129,1.3466,1.7357
roc_55_sft <= 0.822681|rsi_48_sft >= 55.387239,LONG,Ret_72,232,138,1.4141,1.7395
roc_55_sft <= 0.822681|cmo_48_sft >= 10.774477,LONG,Ret_72,232,138,1.4141,1.7395
roc_55_sft <= 0.822681|cmo_48_sft >= 10.774477|roc_5_sft >= -8.77,LONG,Ret_72,232,138,1.4141,1.7395
cmo_5_sft >= -5.58|mfi_120_sft <= 50.774323,LONG,Ret_96,281,183,1.2903,1.5844
roc_144_sft <= 2.706932|force_48_sft >= -2.43,LONG,Ret_96,349,204,1.3255,1.4227
rsi_48_sft <= Close_sft|mfi_13_sft >= 73.754567|rsi_5_sft >= 77.301424,LONG,Ret_96,245,178,1.4358,1.4872
roc_5_sft >= -0.174879|roc_21_sft >= -0.877718|cmo_21_sft >= 8.96,LONG,Ret_96,345,224,1.2635,1.3712
rsi_5_sft >= 77.301424|rsi_8_sft <= 71.994859,LONG,Ret_96,259,165,1.314,1.5718
force_13_sft <= -1063440.875|mom_55_sft >= 0.65|force_55_sft <= -3.21,LONG,Ret_96,219,156,1.3365,1.7184
cmo_21_sft >= 8.64,LONG,Ret_96,348,224,1.2681,1.3923
mfi_89_sft >= 50.597168|force_24_sft >= -2626432.5|mom_120_sft <= 17.629001,LONG,Ret_96,276,136,1.3233,1.7604
force_5_sft >= 3922685.65|mom_120_sft <= 34.8406,LONG,Ret_96,305,182,1.2517,1.415
force_34_sft >= -882131.46875|rsi_8_sft >= 61.997915,LONG,Ret_96,364,238,1.2823,1.3549
mom_55_sft <= 8.77|force_34_sft >= 860495.4375,LONG,Ret_96,234,154,1.3353,1.568
mfi_200_sft <= Close_sft|mfi_24_sft >= 59.951464|force_55_sft <= 739821.46875,LONG,Ret_96,273,165,1.3477,1.4016
force_48_sft <= 2052419.025|rsi_5_sft >= 77.301424,LONG,Ret_96,306,180,1.2957,1.5488
cmo_5_sft >= 54.602844|force_48_sft <= 2052419.025,LONG,Ret_96,306,180,1.2957,1.5488
cmo_5_sft >= -27.580817|mfi_120_sft <= 50.774323|force_200_sft <= 461822.953125,LONG,Ret_96,287,177,1.2829,1.5595
force_120_sft >= -4.52|mom_8_sft <= 8.66,LONG,Ret_96,318,191,1.252,1.4213
rsi_120_sft <= 53.517298|mfi_13_sft <= 63.271347|force_200_sft >= -1.43,LONG,Ret_96,248,129,1.2982,1.5873
force_13_sft <= -3159099.6|cmo_120_sft >= -9.73,LONG,Ret_96,229,185,1.2793,1.542
force_21_sft >= -8.73|mfi_120_sft <= 55.01005|mfi_5_sft >= -0.65,LONG,Ret_96,341,203,1.2669,1.3902
force_21_sft >= Close_sft|mfi_120_sft <= 55.01005,LONG,Ret_96,341,203,1.2672,1.3872
mfi_55_sft >= 38.973816|mfi_120_sft <= 50.774323,LONG,Ret_96,304,191,1.2641,1.463
roc_120_sft <= 2.482338|mfi_13_sft >= 27.640554|force_120_sft >= Close_sft,LONG,Ret_96,305,184,1.2902,1.593
force_8_sft >= 3517347.45|mfi_200_sft <= 54.207512,LONG,Ret_96,237,173,1.2594,1.4356
force_55_sft <= 739821.46875|rsi_200_sft >= 47.95405|mfi_120_sft <= 50.774323,LONG,Ret_96,238,157,1.2842,1.6072
roc_34_sft <= 0.626954|mom_55_sft >= 0.65|mom_34_sft >= -0.39,LONG,Ret_96,319,207,1.2536,1.5378
cmo_24_sft >= 0.786075|force_89_sft >= 7990.140625|mom_89_sft >= 1.27,LONG,Ret_96,279,195,1.2852,1.6992
roc_55_sft <= 1.667344|force_89_sft >= 9.06,LONG,Ret_96,331,204,1.2523,1.5038
mom_34_sft <= 1.79|mfi_120_sft <= 50.774323,LONG,Ret_96,288,176,1.2885,1.5898
roc_55_sft <= 1.667344|force_89_sft >= -0.39,LONG,Ret_96,331,204,1.2523,1.5038
force_89_sft >= 7990.140625|roc_144_sft <= 2.3|mfi_24_sft <= Close_sft,LONG,Ret_96,308,182,1.2915,1.5338
force_55_sft <= 1932598.225|cmo_13_sft >= 19.088308|mom_8_sft <= 3.486,LONG,Ret_96,259,117,1.3344,1.8431
mom_5_sft >= 8.87|rsi_24_sft >= 37.70602|rsi_200_sft <= Close_sft,LONG,Ret_72,292,282,1.2689,1.4361
roc_24_sft >= -0.448428|mfi_120_sft <= 50.774323,LONG,Ret_96,288,177,1.2826,1.5137
cmo_21_sft >= 0.823984|mfi_21_sft >= 60.614326,LONG,Ret_72,399,277,1.2873,1.3723
mom_89_sft <= 29.907|force_120_sft >= 18121.945312|roc_13_sft >= -0.675512,LONG,Ret_96,306,170,1.2581,1.4974
force_8_sft >= 1168048.875|mfi_24_sft >= 50.55991,LONG,Ret_96,341,226,1.2754,1.3483
cmo_5_sft >= 54.602844|mom_55_sft <= 4.4,LONG,Ret_96,246,139,1.3039,1.8351
rsi_21_sft >= 50.411991|mfi_21_sft >= 60.614326,LONG,Ret_72,399,277,1.2873,1.3723
mom_48_sft >= -8.8005|mom_48_sft <= -6.48,LONG,Ret_96,270,159,1.3122,1.6427
mfi_48_sft >= 38.163783|force_5_sft >= 1261102.5|cmo_48_sft <= 10.774477,LONG,Ret_96,326,208,1.283,1.2941
mfi_120_sft <= 55.01005|force_21_sft >= Close_sft|mfi_8_sft >= 22.081969,LONG,Ret_96,341,203,1.2646,1.3852
mom_120_sft <= 34.8406|force_34_sft >= Close_sft,LONG,Ret_96,358,189,1.2548,1.4472
mom_5_sft >= 8.99,LONG,Ret_72,288,282,1.2509,1.4456
mom_5_sft >= 9.0|cmo_21_sft >= -26.221742,LONG,Ret_72,286,281,1.2606,1.4529
mfi_89_sft <= 55.650263|force_8_sft >= 3517347.45,LONG,Ret_96,247,179,1.3283,1.3663
mfi_13_sft <= 63.271347|force_21_sft >= 980778.65625,LONG,Ret_96,295,204,1.2564,1.3546
force_200_sft <= 1039801.5625|force_89_sft >= 7990.140625,LONG,Ret_96,320,192,1.27,1.4205
mom_89_sft >= -2.52|force_89_sft >= Close_sft,LONG,Ret_96,309,200,1.277,1.7715
mom_21_sft >= 6.417|mfi_5_sft >= 86.041183,LONG,Ret_96,260,195,1.2848,1.4365
mom_24_sft <= 14.8274|force_24_sft >= 8057.183594|mom_144_sft <= 36.734401,LONG,Ret_96,363,186,1.2785,1.4657
force_13_sft <= -3159099.6|cmo_89_sft >= -13.039774,LONG,Ret_96,238,188,1.2774,1.4805
cmo_55_sft >= 1.36|force_13_sft >= 3116180.5,LONG,Ret_96,238,186,1.2779,1.6233
cmo_21_sft >= 8.9|roc_8_sft >= -0.230232,LONG,Ret_96,345,224,1.2521,1.3688
roc_55_sft <= 1.95|mom_5_sft <= 2.62|force_200_sft >= 23393.960938,LONG,Ret_96,273,173,1.2724,1.5079
cmo_5_sft <= Close_sft|mom_34_sft >= 4.79,LONG,Ret_96,348,237,1.252,1.3148
mfi_55_sft >= 56.83432|mfi_8_sft <= 50.787197,LONG,Ret_96,212,158,1.4118,1.6875
rsi_120_sft >= 47.303051|mfi_120_sft <= 50.774323,LONG,Ret_96,273,173,1.2733,1.5788
force_24_sft >= Close_sft|cmo_5_sft <= 1.056262|mfi_48_sft <= Close_sft,LONG,Ret_96,328,203,1.3127,1.4364
mfi_144_sft >= 50.847649|force_8_sft >= 3517347.45,LONG,Ret_96,204,157,1.3254,2.0055
mom_21_sft >= -2.93|mom_48_sft <= -3.34|force_48_sft >= 9.96,LONG,Ret_96,215,141,1.3685,1.6711
cmo_89_sft >= 0.960655|mom_120_sft <= 17.629001,LONG,Ret_96,273,146,1.2884,1.7522
mfi_144_sft <= 54.681004|mom_55_sft >= 3.99,LONG,Ret_96,280,180,1.2869,1.4951
mfi_55_sft >= 1.32|mfi_120_sft <= 50.774323|mfi_5_sft >= 50.859138,LONG,Ret_96,290,181,1.2898,1.5581
cmo_5_sft >= 54.602844|mom_144_sft >= -14.992|mom_89_sft >= -25.543999,LONG,Ret_96,291,184,1.2995,1.4739
mfi_21_sft >= 60.614326|cmo_55_sft >= -5.39,LONG,Ret_72,396,274,1.3362,1.294
force_48_sft >= -9.01|cmo_13_sft <= Close_sft|mom_144_sft <= 36.734401,LONG,Ret_96,342,181,1.2677,1.3878
roc_13_sft <= 0.719682|roc_89_sft >= 1.086906,LONG,Ret_96,211,159,1.3118,1.5633
cmo_5_sft <= 1.056262|roc_120_sft <= 2.482338|force_24_sft >= 1.95,LONG,Ret_96,311,184,1.3033,1.6888
mom_144_sft <= 36.734401|force_48_sft >= 9.22,LONG,Ret_96,342,181,1.2677,1.3878
mom_5_sft >= 8.83|roc_55_sft >= 0.047226,LONG,Ret_72,235,231,1.325,1.5318
force_89_sft >= -9.5|force_5_sft >= Close_sft|mom_5_sft >= -2.4205,LONG,Ret_96,328,210,1.2726,1.4997
force_13_sft >= 1072989.0|mfi_21_sft >= 60.614326|mom_120_sft >= 6.34,LONG,Ret_72,256,192,1.2556,1.5945
mom_55_sft >= 4.89|force_24_sft <= 945736.46875|roc_120_sft <= 2.482338,LONG,Ret_96,288,187,1.2533,1.741
mom_89_sft >= 0.98|mom_144_sft <= 8.95,LONG,Ret_72,279,141,1.2914,1.5207
cmo_21_sft >= 8.53,LONG,Ret_96,349,224,1.2503,1.3792
force_200_sft <= 461822.953125|roc_34_sft >= 0.48,LONG,Ret_96,247,158,1.3856,1.4095
mom_55_sft <= 7.98|rsi_8_sft >= 61.997915|mom_144_sft >= 0.08,LONG,Ret_96,210,121,1.3096,1.6985
cmo_200_sft >= -8.760222|rsi_5_sft >= 77.301424,LONG,Ret_96,323,215,1.282,1.5111
roc_120_sft <= 1.28032|force_89_sft >= 7990.140625|force_34_sft >= -882131.46875,LONG,Ret_96,278,165,1.278,1.6801
force_5_sft <= 6.29|force_34_sft >= -7.88,LONG,Ret_96,327,209,1.2797,1.5628
mom_48_sft >= 9.7|mom_144_sft <= 19.870001,LONG,Ret_72,258,170,1.2746,1.4571
cmo_5_sft >= 54.602844|mom_8_sft <= Close_sft|rsi_200_sft >= 45.619888,LONG,Ret_96,323,215,1.282,1.5111
mfi_120_sft <= 50.774323|cmo_5_sft >= 2.11|roc_48_sft <= Close_sft,LONG,Ret_96,276,176,1.2663,1.6333
force_55_sft >= Close_sft|roc_55_sft <= 0.047226,LONG,Ret_96,260,149,1.3636,1.5153
force_34_sft >= 4.78|mfi_144_sft <= 50.847649,LONG,Ret_96,232,141,1.3297,1.4916
mfi_55_sft >= 50.516251|rsi_120_sft <= 56.506306|mfi_144_sft <= 54.681004,LONG,Ret_96,292,181,1.2646,1.6058
mfi_34_sft >= 58.335773|mom_89_sft >= 1.83,LONG,Ret_72,305,214,1.2814,1.3625
mfi_13_sft >= 73.754567|force_89_sft >= -647329.84375|rsi_5_sft >= 77.301424,LONG,Ret_96,241,167,1.309,1.5332
force_5_sft <= 3922685.65|force_48_sft >= Close_sft|roc_144_sft <= 2.706932,LONG,Ret_96,341,192,1.3273,1.4724
force_8_sft <= 1168048.875|force_34_sft >= Close_sft,LONG,Ret_96,352,218,1.2558,1.4239
mfi_144_sft <= 50.847649|force_34_sft >= -3.8,LONG,Ret_96,232,141,1.3297,1.4916
roc_55_sft >= -0.700301|cmo_5_sft >= 54.602844,LONG,Ret_96,316,204,1.2791,1.5093
force_21_sft >= 980778.65625|mfi_89_sft <= 55.650263|force_120_sft >= -593327.0,LONG,Ret_96,266,170,1.2738,1.7032
force_21_sft >= -9.33|mom_34_sft >= 3.42|mfi_120_sft <= 55.01005,LONG,Ret_96,293,182,1.2826,1.4774
rsi_200_sft <= Close_sft|mfi_144_sft <= 50.847649|force_34_sft >= Close_sft,LONG,Ret_96,232,141,1.3256,1.4916
mfi_21_sft >= 60.614326|cmo_24_sft >= -0.83,LONG,Ret_72,399,277,1.2628,1.3563
roc_55_sft <= 0.047226|force_34_sft >= 5934.621094,LONG,Ret_96,284,169,1.3132,1.4275
cmo_21_sft >= 8.7,LONG,Ret_96,348,224,1.2596,1.3809
rsi_24_sft >= 57.337118|mfi_120_sft <= 55.01005,LONG,Ret_96,247,157,1.2683,1.5146
cmo_5_sft <= Close_sft|mfi_120_sft <= 50.774323|cmo_120_sft >= -5.393899,LONG,Ret_96,273,173,1.2733,1.5788
rsi_5_sft >= 77.301424|roc_55_sft <= 0.822681|force_24_sft >= -0.61,LONG,Ret_96,288,166,1.2857,1.574
cmo_120_sft <= Close_sft|roc_34_sft >= 1.253321,LONG,Ret_48,241,221,1.2631,1.2579
roc_200_sft >= -2.845036|mfi_24_sft >= 68.029807,LONG,Ret_96,234,166,1.2521,1.4432
force_13_sft >= Close_sft|roc_5_sft <= -0.174879,LONG,Ret_72,305,211,1.318,1.0923
mfi_55_sft >= 56.83432|mfi_89_sft <= 59.931632,LONG,Ret_72,300,215,1.2925,1.3413
